G0129,Partial hosp prog service
32140,Removal of lung lesion(s)
32141,Remove/treat lung lesions
32150,Removal of lung lesion(s)
32151,Remove lung foreign body
32160,Open chest heart massage
32200,Drain open lung lesion
32215,Treat chest lining
32220,Release of lung
32225,Partial release of lung
32310,Removal of chest lining
32320,Free/remove chest lining
32440,Remove lung pneumonectomy
32442,Sleeve pneumonectomy
32445,Removal of lung extrapleural
32480,Partial removal of lung
32482,Bilobectomy
32484,Segmentectomy
32486,Sleeve lobectomy
32488,Completion pneumonectomy
32491,Lung volume reduction
32503,Resect apical lung tumor
32504,Resect apical lung tum/chest
32505,Wedge resect of lung initial
32540,Removal of lung lesion
32550,Insert pleural cath
32551,Insertion of chest tube
32552,Remove lung catheter
32554,Aspirate pleura w/o imaging
32555,Aspirate pleura w/ imaging
32556,Insert cath pleura w/o image
32557,Insert cath pleura w/ image
32560,Treat pleurodesis w/agent
32561,Lyse chest fibrin init day
32562,Lyse chest fibrin subq day
32601,Thoracoscopy diagnostic
32604,Thoracoscopy wbx sac
32606,Thoracoscopy w/bx med space
32607,Thoracoscopy w/bx infiltrate
32608,Thoracoscopy w/bx nodule
32609,Thoracoscopy w/bx pleura
32650,Thoracoscopy w/pleurodesis
32651,Thoracoscopy remove cortex
32652,Thoracoscopy rem totl cortex
32653,Thoracoscopy remov fb/fibrin
32654,Thoracoscopy contrl bleeding
32655,Thoracoscopy resect bullae
32656,Thoracoscopy w/pleurectomy
32658,Thoracoscopy w/sac fb remove
32659,Thoracoscopy w/sac drainage
32661,Thoracoscopy w/pericard exc
32662,Thoracoscopy w/mediast exc
32663,Thoracoscopy w/lobectomy
32664,Thoracoscopy w/ th nrv exc
32665,Thoracoscop w/esoph musc exc
32666,Thoracoscopy w/wedge resect
32669,Thoracoscopy remove segment
32670,Thoracoscopy bilobectomy
32671,Thoracoscopy pneumonectomy
32672,Thoracoscopy for lvrs
32673,Thoracoscopy w/thymus resect
32701,Thorax stereo rad targetw/tx
32800,Repair lung hernia
32810,Close chest after drainage
32815,Close bronchial fistula
32820,Reconstruct injured chest
32851,Lung transplant single
32852,Lung transplant with bypass
32853,Lung transplant double
32854,Lung transplant with bypass
32900,Removal of rib(s)
32905,Revise & repair chest wall
32906,Revise & repair chest wall
32940,Revision of lung
32960,Therapeutic pneumothorax
32994,Ablate pulm tumor perq crybl
32997,Total lung lavage
32998,Ablate pulm tumor perq rf
32999,Chest surgery procedure
33010,Drainage of heart sac
33011,Repeat drainage of heart sac
33015,Incision of heart sac
33020,Incision of heart sac
33025,Incision of heart sac
33030,Partial removal of heart sac
33031,Partial removal of heart sac
33050,Resect heart sac lesion
33120,Removal of heart lesion
33130,Removal of heart lesion
33140,Heart revascularize (tmr)
33202,Insert epicard eltrd open
33203,Insert epicard eltrd endo
33206,Insert heart pm atrial
33207,Insert heart pm ventricular
33208,Insrt heart pm atrial & vent
33210,Insert electrd/pm cath sngl
33211,Insert card electrodes dual
33212,Insert pulse gen sngl lead
33213,Insert pulse gen dual leads
33214,Upgrade of pacemaker system
33215,Reposition pacing-defib lead
33216,Insert 1 electrode pm-defib
33217,Insert 2 electrode pm-defib
33218,Repair lead pace-defib one
33220,Repair lead pace-defib dual
33221,Insert pulse gen mult leads
33222,Relocation pocket pacemaker
33223,Relocate pocket for defib
33224,Insert pacing lead & connect
33226,Reposition l ventric lead
33227,Remove&replace pm gen singl
33228,Remv&replc pm gen dual lead
33229,Remv&replc pm gen mult leads
33230,Insrt pulse gen w/dual leads
33231,Insrt pulse gen w/mult leads
33233,Removal of pm generator
33234,Removal of pacemaker system
33235,Removal pacemaker electrode
33236,Remove electrode/thoracotomy
33237,Remove electrode/thoracotomy
33238,Remove electrode/thoracotomy
33240,Insrt pulse gen w/singl lead
33241,Remove pulse generator
33243,Remove eltrd/thoracotomy
33244,Remove elctrd transvenously
33249,Insj/rplcmt defib w/lead(s)
33250,Ablate heart dysrhythm focus
33251,Ablate heart dysrhythm focus
33254,Ablate atria lmtd
33255,Ablate atria w/o bypass ext
33256,Ablate atria w/bypass exten
33261,Ablate heart dysrhythm focus
33262,Rmvl& replc pulse gen 1 lead
33263,Rmvl & rplcmt dfb gen 2 lead
33264,Rmvl & rplcmt dfb gen mlt ld
33265,Ablate atria lmtd endo
33266,Ablate atria x10sv endo
33270,Ins/rep subq defibrillator
33271,Insj subq impltbl dfb elctrd
33272,Rmvl of subq defibrillator
33273,Repos prev impltbl subq dfb
33282,Implant pat-active ht record
33284,Remove pat-active ht record
33300,Repair of heart wound
33305,Repair of heart wound
33310,Exploratory heart surgery
33315,Exploratory heart surgery
33320,Repair major blood vessel(s)
33321,Repair major vessel
33322,Repair major blood vessel(s)
33330,Insert major vessel graft
33335,Insert major vessel graft
33340,Perq clsr tcat l atr apndge
33361,Replace aortic valve perq
33362,Replace aortic valve open
33363,Replace aortic valve open
33364,Replace aortic valve open
33365,Replace aortic valve open
33366,Trcath replace aortic valve
33390,Valvuloplasty aortic valve
33391,Valvuloplasty aortic valve
33404,Prepare heart-aorta conduit
33405,Replacement aortic valve opn
33406,Replacement aortic valve opn
33410,Replacement aortic valve opn
33411,Replacement of aortic valve
33412,Replacement of aortic valve
33413,Replacement of aortic valve
33414,Repair of aortic valve
33415,Revision subvalvular tissue
33416,Revise ventricle muscle
33417,Repair of aortic valve
33418,Repair tcat mitral valve
33420,Revision of mitral valve
33422,Revision of mitral valve
33425,Repair of mitral valve
33426,Repair of mitral valve
33427,Repair of mitral valve
33430,Replacement of mitral valve
33460,Revision of tricuspid valve
33463,Valvuloplasty tricuspid
33464,Valvuloplasty tricuspid
33465,Replace tricuspid valve
33468,Revision of tricuspid valve
33470,Revision of pulmonary valve
33471,Valvotomy pulmonary valve
33474,Revision of pulmonary valve
33475,Replacement pulmonary valve
33476,Revision of heart chamber
33477,Implant tcat pulm vlv perq
33478,Revision of heart chamber
33496,Repair prosth valve clot
33500,Repair heart vessel fistula
33501,Repair heart vessel fistula
33502,Coronary artery correction
33503,Coronary artery graft
33504,Coronary artery graft
33505,Repair artery w/tunnel
33506,Repair artery translocation
33507,Repair art intramural
33510,Cabg vein single
33511,Cabg vein two
33512,Cabg vein three
33513,Cabg vein four
33514,Cabg vein five
33516,Cabg vein six or more
33533,Cabg arterial single
33534,Cabg arterial two
33535,Cabg arterial three
33536,Cabg arterial four or more
33542,Removal of heart lesion
33545,Repair of heart damage
33548,Restore/remodel ventricle
33600,Closure of valve
33602,Closure of valve
33606,Anastomosis/artery-aorta
33608,Repair anomaly w/conduit
33610,Repair by enlargement
33611,Repair double ventricle
33612,Repair double ventricle
33615,Repair modified fontan
33617,Repair single ventricle
33619,Repair single ventricle
33620,Apply r&l pulm art bands
33621,Transthor cath for stent
33622,Redo compl cardiac anomaly
33641,Repair heart septum defect
33645,Revision of heart veins
33647,Repair heart septum defects
33660,Repair of heart defects
33665,Repair of heart defects
33670,Repair of heart chambers
33675,Close mult vsd
33676,Close mult vsd w/resection
33677,Cl mult vsd w/rem pul band
33681,Repair heart septum defect
33684,Repair heart septum defect
33688,Repair heart septum defect
33690,Reinforce pulmonary artery
33692,Repair of heart defects
33694,Repair of heart defects
33697,Repair of heart defects
33702,Repair of heart defects
33710,Repair of heart defects
33720,Repair of heart defect
33722,Repair of heart defect
33724,Repair venous anomaly
33726,Repair pul venous stenosis
33730,Repair heart-vein defect(s)
33732,Repair heart-vein defect
33735,Revision of heart chamber
33736,Revision of heart chamber
33737,Revision of heart chamber
33750,Major vessel shunt
33755,Major vessel shunt
33762,Major vessel shunt
33764,Major vessel shunt & graft
33766,Major vessel shunt
33767,Major vessel shunt
33770,Repair great vessels defect
33771,Repair great vessels defect
33774,Repair great vessels defect
33775,Repair great vessels defect
33776,Repair great vessels defect
33777,Repair great vessels defect
33778,Repair great vessels defect
33779,Repair great vessels defect
33780,Repair great vessels defect
33781,Repair great vessels defect
33782,Nikaidoh proc
33783,Nikaidoh proc w/ostia implt
33786,Repair arterial trunk
33788,Revision of pulmonary artery
33800,Aortic suspension
33802,Repair vessel defect
33803,Repair vessel defect
33813,Repair septal defect
33814,Repair septal defect
33820,Revise major vessel
33822,Revise major vessel
33824,Revise major vessel
33840,Remove aorta constriction
33845,Remove aorta constriction
33851,Remove aorta constriction
33852,Repair septal defect
33853,Repair septal defect
33860,Ascending aortic graft
33863,Ascending aortic graft
33864,Ascending aortic graft
33870,Transverse aortic arch graft
33875,Thoracic aortic graft
33877,Thoracoabdominal graft
33880,Endovasc taa repr incl subcl
33881,Endovasc taa repr w/o subcl
33883,Insert endovasc prosth taa
33886,Endovasc prosth delayed
33889,Artery transpose/endovas taa
33891,Car-car bp grft/endovas taa
33910,Remove lung artery emboli
33915,Remove lung artery emboli
33916,Surgery of great vessel
33917,Repair pulmonary artery
33920,Repair pulmonary atresia
33922,Transect pulmonary artery
33925,Rpr pul art unifocal w/o cpb
33926,Repr pul art unifocal w/cpb
33927,Impltj tot rplcmt hrt sys
33928,Rmvl & rplcmt tot hrt sys
33935,Transplantation heart/lung
33945,Transplantation of heart
33946,Ecmo/ecls initiation venous
33947,Ecmo/ecls initiation artery
33948,Ecmo/ecls daily mgmt-venous
33949,Ecmo/ecls daily mgmt artery
33951,Ecmo/ecls insj prph cannula
33952,Ecmo/ecls insj prph cannula
33953,Ecmo/ecls insj prph cannula
33954,Ecmo/ecls insj prph cannula
33955,Ecmo/ecls insj ctr cannula
33956,Ecmo/ecls insj ctr cannula
33957,Ecmo/ecls repos perph cnula
33958,Ecmo/ecls repos perph cnula
33959,Ecmo/ecls repos perph cnula
33962,Ecmo/ecls repos perph cnula
33963,Ecmo/ecls repos perph cnula
33964,Ecmo/ecls repos perph cnula
33965,Ecmo/ecls rmvl perph cannula
33966,Ecmo/ecls rmvl prph cannula
33967,Insert i-aort percut device
33968,Remove aortic assist device
33969,Ecmo/ecls rmvl perph cannula
33970,Aortic circulation assist
33971,Aortic circulation assist
33973,Insert balloon device
33974,Remove intra-aortic balloon
33975,Implant ventricular device
33976,Implant ventricular device
33977,Remove ventricular device
33978,Remove ventricular device
33979,Insert intracorporeal device
33980,Remove intracorporeal device
33981,Replace vad pump ext
33982,Replace vad intra w/o bp
33983,Replace vad intra w/bp
33984,Ecmo/ecls rmvl prph cannula
33985,Ecmo/ecls rmvl ctr cannula
33986,Ecmo/ecls rmvl ctr cannula
33988,Insertion of left heart vent
33989,Removal of left heart vent
33990,Insert vad artery access
33991,Insert vad art&vein access
33992,Remove vad different session
33993,Reposition vad diff session
33999,Cardiac surgery procedure
34001,Removal of artery clot
34051,Removal of artery clot
34101,Removal of artery clot
34111,Removal of arm artery clot
34151,Removal of artery clot
34201,Removal of artery clot
34203,Removal of leg artery clot
34401,Removal of vein clot
34421,Removal of vein clot
34451,Removal of vein clot
34471,Removal of vein clot
34490,Removal of vein clot
34501,Repair valve femoral vein
34502,Reconstruct vena cava
34510,Transposition of vein valve
34520,Cross-over vein graft
34530,Leg vein fusion
34701,Evasc rpr a-ao ndgft
34702,Evasc rpr a-ao ndgft rpt
34703,Evasc rpr a-unilac ndgft
34704,Evasc rpr a-unilac ndgft rpt
34705,Evac rpr a-biiliac ndgft
34706,Evasc rpr a-biiliac rpt
34707,Evasc rpr ilio-iliac ndgft
34708,Evasc rpr ilio-iliac rpt
34710,Dlyd plmt xtn prosth 1st vsl
34712,Tcat dlvr enhncd fixj dev
34830,Open aortic tube prosth repr
34831,Open aortoiliac prosth repr
34832,Open aortofemor prosth repr
34839,Plnning pt spec fenest graft
34841,Endovasc visc aorta 1 graft
34842,Endovasc visc aorta 2 graft
34843,Endovasc visc aorta 3 graft
34844,Endovasc visc aorta 4 graft
34845,Visc & infraren abd 1 prosth
34846,Visc & infraren abd 2 prosth
34847,Visc & infraren abd 3 prosth
34848,Visc & infraren abd 4+ prost
35001,Repair defect of artery
35002,Repair artery rupture neck
35005,Repair defect of artery
35011,Repair defect of artery
35013,Repair artery rupture arm
35021,Repair defect of artery
35022,Repair artery rupture chest
35045,Repair defect of arm artery
35081,Repair defect of artery
35082,Repair artery rupture aorta
35091,Repair defect of artery
35092,Repair artery rupture aorta
35102,Repair defect of artery
35103,Repair artery rupture aorta
35111,Repair defect of artery
35112,Repair artery rupture spleen
35121,Repair defect of artery
35122,Repair artery rupture belly
35131,Repair defect of artery
35132,Repair artery rupture groin
35141,Repair defect of artery
35142,Repair artery rupture thigh
35151,Repair defect of artery
35152,Repair ruptd popliteal art
35180,Repair blood vessel lesion
35182,Repair blood vessel lesion
35184,Repair blood vessel lesion
35188,Repair blood vessel lesion
35189,Repair blood vessel lesion
35190,Repair blood vessel lesion
35201,Repair blood vessel lesion
35206,Repair blood vessel lesion
35207,Repair blood vessel lesion
35211,Repair blood vessel lesion
35216,Repair blood vessel lesion
35221,Repair blood vessel lesion
35226,Repair blood vessel lesion
35231,Repair blood vessel lesion
35236,Repair blood vessel lesion
35241,Repair blood vessel lesion
35246,Repair blood vessel lesion
35251,Repair blood vessel lesion
35256,Repair blood vessel lesion
35261,Repair blood vessel lesion
35266,Repair blood vessel lesion
35271,Repair blood vessel lesion
35276,Repair blood vessel lesion
35281,Repair blood vessel lesion
35286,Repair blood vessel lesion
35301,Rechanneling of artery
35302,Rechanneling of artery
35303,Rechanneling of artery
35304,Rechanneling of artery
35305,Rechanneling of artery
35311,Rechanneling of artery
35321,Rechanneling of artery
35331,Rechanneling of artery
35341,Rechanneling of artery
35351,Rechanneling of artery
35355,Rechanneling of artery
35361,Rechanneling of artery
35363,Rechanneling of artery
35371,Rechanneling of artery
35372,Rechanneling of artery
35501,Art byp grft ipsilat carotid
35506,Art byp grft subclav-carotid
35508,Art byp grft carotid-vertbrl
35509,Art byp grft contral carotid
35510,Art byp grft carotid-brchial
35511,Art byp grft subclav-subclav
35512,Art byp grft subclav-brchial
35515,Art byp grft subclav-vertbrl
35516,Art byp grft subclav-axilary
35518,Art byp grft axillary-axilry
35521,Art byp grft axill-femoral
35522,Art byp grft axill-brachial
35523,Art byp grft brchl-ulnr-rdl
35525,Art byp grft brachial-brchl
35526,Art byp grft aor/carot/innom
35531,Art byp grft aorcel/aormesen
35533,Art byp grft axill/fem/fem
35535,Art byp grft hepatorenal
35536,Art byp grft splenorenal
35537,Art byp grft aortoiliac
35538,Art byp grft aortobi-iliac
35539,Art byp grft aortofemoral
35540,Art byp grft aortbifemoral
35556,Art byp grft fem-popliteal
35558,Art byp grft fem-femoral
35560,Art byp grft aortorenal
35563,Art byp grft ilioiliac
35565,Art byp grft iliofemoral
35566,Art byp fem-ant-post tib/prl
35570,Art byp tibial-tib/peroneal
35571,Art byp pop-tibl-prl-other
35583,Vein byp grft fem-popliteal
35585,Vein byp fem-tibial peroneal
35587,Vein byp pop-tibl peroneal
35601,Art byp common ipsi carotid
35606,Art byp carotid-subclavian
35612,Art byp subclav-subclavian
35616,Art byp subclav-axillary
35621,Art byp axillary-femoral
35623,Art byp axillary-pop-tibial
35626,Art byp aorsubcl/carot/innom
35631,Art byp aor-celiac-msn-renal
